url|Player|flag|height|weight|age|hand|year_pro
https://www.tennisexplorer.com/player/marterer/|Marterer M.|Germany|191.0|84.0|29.0|left|2011
https://www.tennisexplorer.com/player/van-rijthoven/|Van Rijthoven T.|Netherlands|188.0|89.0|27.0|right|2013
https://www.tennisexplorer.com/player/kamke/|Kamke T.|Germany|178.0|76.0|38.0|right|2003
https://www.tennisexplorer.com/player/jianu-c67fb/|Jianu F.|Romania|180.0|70.0|22.0|right|2016
https://www.tennisexplorer.com/player/nardi-e2cda/|Nardi L.|Italy|||21.0|right|2018
https://www.tennisexplorer.com/player/escoffier/|Escoffier A.|France|185.0|78.0|32.0|right|2008
https://www.tennisexplorer.com/player/lenz-a4376/|Lenz J.|Germany|188.0|82.0|31.0|right|2009
https://www.tennisexplorer.com/player/moraing/|Moraing M.|Germany|198.0|84.0|32.0|left|2008
https://www.tennisexplorer.com/player/guinard/|Guinard M.|France|196.0|81.0|28.0|right|2013
https://www.tennisexplorer.com/player/brouwer-44152/|Brouwer G.|Netherlands|191.0|72.0|28.0|left|2013
https://www.tennisexplorer.com/player/ficovich/|Ficovich J.|Argentina|191.0|78.0|27.0|right|2013
https://www.tennisexplorer.com/player/whitehouse-171ae/|Whitehouse M.|GreatBritain|188.0|80.0|31.0|right|2010
https://www.tennisexplorer.com/player/rodriguez-rodriguez-ad3a3/|Rodriguez Rodriguez J.|Colombia|||20.0|right|2019
https://www.tennisexplorer.com/player/kuzuhara/|Kuzuhara B.|USA|||20.0|right|2021
https://www.tennisexplorer.com/player/baquero/|Baquero D.|DominicanRep.||||right|2021
https://www.tennisexplorer.com/player/sekulic-13abc/|Sekulic P.|Australia|||20.0|right|2018
https://www.tennisexplorer.com/player/niki/|Niki T.|Japan|183.0|73.0|36.0|right|2005
https://www.tennisexplorer.com/player/walkin/|Walkin B.|GreatBritain|188.0|85.0|30.0|right|2013
https://www.tennisexplorer.com/player/vanshelboim/|Vanshelboim E.|Ukraine|188.0|86.0|23.0|right|2018
https://www.tennisexplorer.com/player/folliot/|Folliot Q.|France|||25.0|right|2015
https://www.tennisexplorer.com/player/pichler-fd7ab/|Pichler D.|Austria|178.0|70.0|28.0|right|2013
https://www.tennisexplorer.com/player/saitoh/|Saitoh K.|Japan|163.0|68.0|23.0|left|2019
https://www.tennisexplorer.com/player/romios/|Romios M.|Australia|183.0|73.0|25.0|right|2014
https://www.tennisexplorer.com/player/crawford-71058/|Crawford O.|GreatBritain|180.0|84.0|25.0|right|2016
https://www.tennisexplorer.com/player/munoz-1a9fc/|Munoz E.|DominicanRep.|||19.0|right|2019
https://www.tennisexplorer.com/player/angele/|Angele J.|France|206.0|93.0|24.0|right|2015
https://www.tennisexplorer.com/player/langmo/|Langmo C.|USA|191.0|84.0|28.0|right|2013
https://www.tennisexplorer.com/player/jasika/|Jasika O.|Australia|183.0|60.0|27.0|left|2011
https://www.tennisexplorer.com/player/bataljin/|Bataljin L.|Australia|168.0|53.0|28.0|right|2011
https://www.tennisexplorer.com/player/tokuda-f9c9a/|Tokuda R.|Japan|178.0|69.0|26.0|right|2013
https://www.tennisexplorer.com/player/addison-a190e/|Addison A.|Australia|191.0|82.0|28.0|right|2012
https://www.tennisexplorer.com/player/guerrieri/|Guerrieri A.|Italy|||25.0|left|2015
https://www.tennisexplorer.com/player/bosio-f82d1/|Bosio G.|Italy|||23.0|right|2016
https://www.tennisexplorer.com/player/tabacco-3fc98/|Tabacco G.|Italy|||21.0|right|2018
https://www.tennisexplorer.com/player/rottoli/|Rottoli L.|Italy|||22.0|right|2016
https://www.tennisexplorer.com/player/tabur/|Tabur C.|France|170.0|70.0|24.0|right|2015
https://www.tennisexplorer.com/player/ehrat/|Ehrat S.|Switzerland|180.0|72.0|33.0|right|2007
https://www.tennisexplorer.com/player/deckers/|Deckers A.|Netherlands|193.0|82.0|24.0|right|2017
https://www.tennisexplorer.com/player/ochi-91d1b/|Ochi M.|Japan|175.0|65.0|28.0|left|2014
https://www.tennisexplorer.com/player/shimizu-38ca9/|Shimizu Y.|Japan|163.0|62.0|25.0|left|2015
https://www.tennisexplorer.com/player/rocha-0492a/|Rocha H.|Portugal|||20.0|right|2020
https://www.tennisexplorer.com/player/sharipov-a3d0a/|Sharipov M.|Russia|||21.0|right|2019
https://www.tennisexplorer.com/player/khabibulin/|Khabibulin T.|Kazakhstan|185.0|83.0|29.0|right|2009
https://www.tennisexplorer.com/player/palan/|Palan D.|CzechRepublic|||23.0|right|2018
https://www.tennisexplorer.com/player/bondarevskiy/|Bondarevskiy Y.|Russia|191.0|71.0|24.0|left|2015
https://www.tennisexplorer.com/player/dembek/|Dembek M.|Poland|196.0|93.0|27.0|right|2014
https://www.tennisexplorer.com/player/aitkulov/|Aitkulov A.|Kazakhstan|||20.0|right|2021
https://www.tennisexplorer.com/player/medjedovic/|Medjedovic H.|Serbia|||21.0|right|2019
https://www.tennisexplorer.com/player/lomakin-0fb5e/|Lomakin G.|Kazakhstan|198.0|78.0|26.0|right|2013
https://www.tennisexplorer.com/player/kivattsev/|Kivattsev K.|Russia|193.0|80.0|26.0|right|2015
https://www.tennisexplorer.com/player/bobrov/|Bobrov B.|Russia|185.0|74.0|26.0|right|2012
https://www.tennisexplorer.com/player/jorda-sanchis/|Jorda Sanchis D.|Spain|196.0|86.0|30.0|right|2009
https://www.tennisexplorer.com/player/mertens/|Mertens Y.|Belgium|188.0|72.0|37.0|right|2004
https://www.tennisexplorer.com/player/cox-75b8b/|Cox D.|GreatBritain|170.0|72.0|33.0|right|2005
https://www.tennisexplorer.com/player/rodenas/|Rodenas P.|Spain|||20.0|left|2020
https://www.tennisexplorer.com/player/manzanera-pertusa/|Manzanera Pertusa A.|Spain|||21.0|right|2020
https://www.tennisexplorer.com/player/blanch-5d667/|Blanch D.|USA|||21.0|right|2020
https://www.tennisexplorer.com/player/riedi-a3a3d/|Riedi L.|Switzerland|||22.0|right|2020
https://www.tennisexplorer.com/player/barreto-sanchez/|Barreto Sanchez D.|Spain|||22.0|left|2018
https://www.tennisexplorer.com/player/wallart/|Wallart E.|France|||27.0|right|2013
https://www.tennisexplorer.com/player/winter-lopez/|Winter Lopez B.|Spain|||26.0|right|2016
https://www.tennisexplorer.com/player/cretu-93488/|Cretu C.|Romania|||23.0|right|2016
https://www.tennisexplorer.com/player/zima-712b7/|Zima L.|Germany|||24.0|right|2015
https://www.tennisexplorer.com/player/gill-59a09/|Gill F.|GreatBritain|||22.0|left|2018
https://www.tennisexplorer.com/player/niedner/|Niedner N.|Germany||||right|2020
https://www.tennisexplorer.com/player/kirci/|Kirci K.|Turkey|||26.0|right|2013
https://www.tennisexplorer.com/player/klok/|Klok D.|Russia|180.0|82.0|26.0|right|2013
https://www.tennisexplorer.com/player/manda/|Manda C.|Romania|||26.0|right|2012
https://www.tennisexplorer.com/player/mochizuki-7f854/|Mochizuki Y.|Japan|173.0|60.0|26.0|right|2016
https://www.tennisexplorer.com/player/pujol-navarro/|Pujol Navarro B.|Spain|||22.0|left|2017
https://www.tennisexplorer.com/player/rabinad-vila/|Rabinad Vila K.|Spain|||19.0|right|2021
https://www.tennisexplorer.com/player/moreno-9a92e/|Moreno A.|Mexico|||34.0|right|2007
https://www.tennisexplorer.com/player/nortey-0c11d/|Nortey I.|Ghana|||25.0|right|2016
https://www.tennisexplorer.com/player/becroft/|Becroft I.|NewZealand|||23.0|right|2018
https://www.tennisexplorer.com/player/steiglehner/|Steiglehner N.|USA|||20.0|right|2021
https://www.tennisexplorer.com/player/swenson/|Swenson B.|USA|||20.0|right|2021
https://www.tennisexplorer.com/player/bigun-8898b/|Bigun M.|USA|||18.0|right|2021
https://www.tennisexplorer.com/player/bangoura/|Bangoura S.|USA|183.0|77.0|32.0|right|2008
https://www.tennisexplorer.com/player/sysoev-d4153/|Sysoev N.|Russia||||right|2019
https://www.tennisexplorer.com/player/adam-0d577/|Adam N.|Sudan|||29.0|right|2010
https://www.tennisexplorer.com/player/boulier-santelices/|Boulier Santelices L.|Chile||||right|2022
https://www.tennisexplorer.com/player/barreiros-reyes/|Barreiros Reyes M.|Brazil|||23.0|left|2017
https://www.tennisexplorer.com/player/rivera-eb124/|Rivera H.|USA||||right|2020
https://www.tennisexplorer.com/player/nidunjianzan-dc123/|Nidunjianzan T.|USA|||23.0|right|2021
https://www.tennisexplorer.com/player/frusina/|Frusina A.|USA|||18.0|right|2022
https://www.tennisexplorer.com/player/segura-e09a8/|Segura M.|USA|||23.0|right|2016
https://www.tennisexplorer.com/player/arredondo-delgado/|Arredondo Delgado S.|Mexico||||right|2021
https://www.tennisexplorer.com/player/vukadin-763a8/|Vukadin N.|Croatia|||20.0|right|2021
https://www.tennisexplorer.com/player/snitari/|Snitari I.|Moldavsko|||22.0|right|2020
https://www.tennisexplorer.com/player/ban-fda67/|Ban I.|Croatia||||right|2019
https://www.tennisexplorer.com/player/krstic/|Krstic V.|Serbia|||21.0|right|2021
https://www.tennisexplorer.com/player/bol/|Bol J.|Netherlands|||22.0|right|2021
https://www.tennisexplorer.com/player/rozenberg-11418/|Rozenberg T.|Netherlands|||21.0|right|2021
https://www.tennisexplorer.com/player/van-zijl/|Van Zijl T.|Netherlands|||21.0|right|2021
https://www.tennisexplorer.com/player/stuurman/|Stuurman R.|Netherlands|||25.0|right|2017
https://www.tennisexplorer.com/player/galik-1b5fc/|Galik M.|Slovakia||||right|2020
https://www.tennisexplorer.com/player/fekete-1b5b9/|Fekete J.|Slovakia|||23.0|right|2019
https://www.tennisexplorer.com/player/wassermann-1c33c/|Wassermann M.|Netherlands||||right|2021
https://www.tennisexplorer.com/player/hodzic-d9910/|Hodzic A.|Germany|||22.0|right|2021
https://www.tennisexplorer.com/player/rogic-hadzalic/|Rogic Hadzalic A.|Croatia|||27.0|right|2015
https://www.tennisexplorer.com/player/havlicek-6584a/|Havlicek M.|CzechRepublic||||right|2021
https://www.tennisexplorer.com/player/bielinskyi-90e51/|Bielinskyi O.|Ukraine|185.0|80.0|30.0|right|2011
https://www.tennisexplorer.com/player/van-den-berg-987aa/|Van Den Berg R.|Netherlands|||28.0|right|2017
https://www.tennisexplorer.com/player/petrovic-528e3/|Petrovic D.|Serbia|203.0|86.0|32.0|right|2008
https://www.tennisexplorer.com/player/gostincar/|Gostincar D.|Slovenia|||28.0|right|2013
https://www.tennisexplorer.com/player/petrovic-38c78/|Petrovic D.|BosniaandHerzeg.|||21.0|right|2019
https://www.tennisexplorer.com/player/tadic-3669f/|Tadic V.|BosniaandHerzeg.|||23.0|right|2018
https://www.tennisexplorer.com/player/zielinski-20761/|Zielinski M.|Poland|||23.0|right|2018
https://www.tennisexplorer.com/player/eisinga/|Eisinga Z.|Netherlands|||24.0|right|2016
https://www.tennisexplorer.com/player/dhoe/|Dhoe B.|Belgium|||28.0|right|2013
https://www.tennisexplorer.com/player/koch-40496/|Koch N.|Germany|||25.0|right|2014
https://www.tennisexplorer.com/player/nagy-65656/|Nagy P.|Hungary|180.0|73.0|32.0|right|2010
https://www.tennisexplorer.com/player/kekez-8dbed/|Kekez D.|Croatia|||31.0|right|2008
https://www.tennisexplorer.com/player/rojas-75841/|Rojas O.|Belgium||||right|2019
https://www.tennisexplorer.com/player/pierre/|Pierre H.|France|||28.0|right|2014
https://www.tennisexplorer.com/player/dafcik/|Dafcik T.|Germany|||30.0|right|2012
https://www.tennisexplorer.com/player/jovanovic-9f2af/|Jovanovic P.|Montenegro|||21.0|right|2021
https://www.tennisexplorer.com/player/sollie/|Sollie T.|Netherlands|||26.0|right|2016
https://www.tennisexplorer.com/player/de-krom/|De Krom M.|Netherlands|||26.0|right|2015
https://www.tennisexplorer.com/player/matsuda-ad000/|Matsuda R.|Japan|||24.0|right|2018
https://www.tennisexplorer.com/player/beckley/|Beckley A.|RSA|||23.0|right|2018
https://www.tennisexplorer.com/player/jones-1567c/|Jones A.|GreatBritain|||26.0|right|2014
https://www.tennisexplorer.com/player/dickerson-b5345/|Dickerson R.|USA|||27.0|right|2019
https://www.tennisexplorer.com/player/steiner-7d2c8/|Steiner M.|Germany|||30.0|right|2017
https://www.tennisexplorer.com/player/altamirano-763f5/|Altamirano C.|USA|188.0|85.0|28.0|right|2012
https://www.tennisexplorer.com/player/bybel/|Bybel N.|USA|||30.0|right|2011
https://www.tennisexplorer.com/player/martin-a1ff9/|Martin T.|GreatBritain|188.0|78.0|31.0|right|2010
https://www.tennisexplorer.com/player/flores-d3104/|Flores J.|CostaRica|188.0|82.0|29.0|right|2012
https://www.tennisexplorer.com/player/panta-7a00d/|Panta J.|Peru|||29.0|right|2011
https://www.tennisexplorer.com/player/perez-37652/|Perez A.|USA|||27.0|right|2013
https://www.tennisexplorer.com/player/short-aa21f/|Short E.|USA||||right|2021
https://www.tennisexplorer.com/player/lilov-8f33a/|Lilov V.|USA|||20.0|right|2019
https://www.tennisexplorer.com/player/damm-4f98a/|Damm M.|USA|||20.0|left|2018
https://www.tennisexplorer.com/player/patten-204b5/|Patten H.|GreatBritain|198.0|91.0|28.0|right|2019
https://www.tennisexplorer.com/player/valsecchi-a9cdd/|Valsecchi P.|France|||27.0|left|2014
https://www.tennisexplorer.com/player/markes/|Markes C.|USA|||27.0|right|2015
https://www.tennisexplorer.com/player/mbithi/|Mbithi M.|USA|200.0|75.0|26.0|right|2013
https://www.tennisexplorer.com/player/hazawa-9e391/|Hazawa S.|Japan|175.0|68.0|25.0|right|2016
https://www.tennisexplorer.com/player/bagnolini/|Bagnolini D.|Italy|||21.0|right|2019
https://www.tennisexplorer.com/player/mu-1ad97/|Mu T.|China|180.0|75.0|24.0|right|2015
https://www.tennisexplorer.com/player/takahata-acdb6/|Takahata R.|Japan|||22.0|right|2016
https://www.tennisexplorer.com/player/imamura-da963/|Imamura M.|Japan|||25.0|right|2015
https://www.tennisexplorer.com/player/dubouch/|Dubouch M.|France||||right|2021
https://www.tennisexplorer.com/player/benchakroun-722ce/|Benchakroun M.|Morocco|||20.0|right|2021
https://www.tennisexplorer.com/player/brigida/|Brigida O.|Italy|||25.0|right|2016
https://www.tennisexplorer.com/player/yamasaki-feffb/|Yamasaki J.|Japan|180.0|75.0|27.0|right|2013
https://www.tennisexplorer.com/player/lofman/|Lofman A.|Finland|||22.0|right|2017
https://www.tennisexplorer.com/player/perez-contri/|Perez Contri S.|Spain|||26.0|left|2013
https://www.tennisexplorer.com/player/echeverria-ef17c/|Echeverria J.|Spain|||22.0|right|2016
https://www.tennisexplorer.com/player/curras-abasolo/|Curras Abasolo T.|Spain|||24.0|right|2014
https://www.tennisexplorer.com/player/beecher-12bc1/|Beecher M.|GreatBritain|||24.0|right|2017
https://www.tennisexplorer.com/player/coelho-8a96d/|Coelho F.|Portugal|||24.0|right|2015
https://www.tennisexplorer.com/player/goldsteiner/|Goldsteiner P.|Austria|173.0|65.0|34.0|right|2009
https://www.tennisexplorer.com/player/piraino/|Piraino G.|Italy|||20.0|left|2018
https://www.tennisexplorer.com/player/marquiselli/|Marquiselli V.|Argentina|||21.0|right|2018
https://www.tennisexplorer.com/player/marino-81908/|Marino P.|Italy|||23.0|right|2019
https://www.tennisexplorer.com/player/parizzia/|Parizzia N.|Switzerland|||25.0|right|2014
https://www.tennisexplorer.com/player/soriano-barrera/|Soriano Barrera A.|Colombia|||25.0|right|2014
https://www.tennisexplorer.com/player/martinez-61830/|Martinez M.|Spain|||23.0|right|2016
https://www.tennisexplorer.com/player/martinez-martinez-cdda0/|Martinez Martinez J.|Spain|||28.0|right|2012
https://www.tennisexplorer.com/player/friedler/|Friedler A.|Israel|||22.0|right|2017
https://www.tennisexplorer.com/player/knaff/|Knaff A.|Luxembourg|||26.0|right|2015
https://www.tennisexplorer.com/player/zanotti-58057/|Zanotti A.|Italy|||25.0|right|2019
https://www.tennisexplorer.com/player/sebesta/|Sebesta J.|Switzerland|||21.0|right|2021
https://www.tennisexplorer.com/player/calzi/|Calzi R.|Luxembourg|||27.0|right|2014
https://www.tennisexplorer.com/player/barroso-campos/|Barroso Campos A.|Spain|178.0|72.0|28.0|right|2013
https://www.tennisexplorer.com/player/tanner-01f2e/|Tanner G.|Switzerland||||right|2019
https://www.tennisexplorer.com/player/florig/|Florig P.|Germany|||20.0|right|2020
https://www.tennisexplorer.com/player/pokorny-6f34e/|Pokorny L.|Slovakia|||22.0|right|2020
https://www.tennisexplorer.com/player/deschamps-af697/|Deschamps T.|France|||26.0|right|2016
https://www.tennisexplorer.com/player/ferrarolli/|Ferrarolli D.|Italy||||right|2017
https://www.tennisexplorer.com/player/garcia-9628f/|Garcia M.|Spain|||27.0|right|2013
https://www.tennisexplorer.com/player/teodorovic/|Teodorovic P.|Serbia||||right|2020
https://www.tennisexplorer.com/player/duncan-6d574/|Duncan S.|GreatBritain|||30.0|right|2011
https://www.tennisexplorer.com/player/ortenzi-11d4c/|Ortenzi G.|Italy|||24.0|right|2017
https://www.tennisexplorer.com/player/lopez-f2d4a/|Lopez N.|Switzerland|||22.0|left|2018
https://www.tennisexplorer.com/player/iamachkine/|Iamachkine P.|Peru|||28.0|right|2012
https://www.tennisexplorer.com/player/de-rueda-de-genover/|De Rueda De Genover I.|Spain|183.0|75.0|26.0|right|2013
https://www.tennisexplorer.com/player/moghini/|Moghini G.|Switzerland|||28.0|right|2013
https://www.tennisexplorer.com/player/braithwaite/|Braithwaite T.|Australia|||24.0|right|2019
https://www.tennisexplorer.com/player/misrahi/|Misrahi J.|France||||right|2020
https://www.tennisexplorer.com/player/shiraishi-6f6a9/|Shiraishi H.|Japan|||24.0|right|2016
https://www.tennisexplorer.com/player/morolli/|Morolli A.|Italy|||24.0|right|2019
https://www.tennisexplorer.com/player/franco-3ac7e/|Franco T.|Argentina|||22.0|right|2019
https://www.tennisexplorer.com/player/ivanov-a2e30/|Ivanov V.|Russia|||25.0|right|2015
https://www.tennisexplorer.com/player/planelles-ripoll/|Planelles Ripoll G.|Spain|||21.0|right|2019
https://www.tennisexplorer.com/player/yunchaokete/|Yunchaokete B.|China|||22.0|right|2017
https://www.tennisexplorer.com/player/hansch-mauritzson/|Hansch Mauritzson F.|Sweden||||right|2021
https://www.tennisexplorer.com/player/scaglia-80e23/|Scaglia M.|France|||25.0|right|2014
https://www.tennisexplorer.com/player/roggero-c984a/|Roggero T.|Italy|||28.0|right|2016
https://www.tennisexplorer.com/player/versier/|Versier V.|France|||26.0|right|2018
https://www.tennisexplorer.com/player/cekirge/|Cekirge K.|Turkey|||24.0|right|2016
https://www.tennisexplorer.com/player/schaer-480c0/|Schaer R.|Switzerland||||right|2021
https://www.tennisexplorer.com/player/hess-d7693/|Hess S.|Argentina|||23.0|right|2018
https://www.tennisexplorer.com/player/ballekere-ravikumar/|Ballekere Ravikumar N.|India|||26.0|right|2016
https://www.tennisexplorer.com/player/orlikowski-5b17a/|Orlikowski A.|Poland|||20.0|right|2020
https://www.tennisexplorer.com/player/mostardi/|Mostardi N.|USA|||26.0|right|2017
https://www.tennisexplorer.com/player/aubriot/|Aubriot A.|France|||25.0|right|2018
https://www.tennisexplorer.com/player/antinheimo/|Antinheimo O.|Finland||||right|2019
https://www.tennisexplorer.com/player/kellovsky/|Kellovsky D.|CzechRepublic|183.0|78.0|28.0|right|2012
https://www.tennisexplorer.com/player/porras/|Porras J.|Argentina|||26.0|right|2021
https://www.tennisexplorer.com/player/cohen-6214c/|Cohen A.|Israel|||22.0|right|2019
https://www.tennisexplorer.com/player/o-hoisin/|O'Hoisin O.|Ireland|193.0|82.0|27.0|right|2015
https://www.tennisexplorer.com/player/gentzsch/|Gentzsch T.|Germany|||20.0|right|2021
https://www.tennisexplorer.com/player/aranzabal/|Aranzabal M.|Spain|||23.0|right|2016
https://www.tennisexplorer.com/player/kamrowski/|Kamrowski M.|Poland|||21.0|right|2020
https://www.tennisexplorer.com/player/bojarski/|Bojarski A.|Poland|||21.0|right|2019
https://www.tennisexplorer.com/player/simakin/|Simakin I.|Russia|||20.0|right|2020
https://www.tennisexplorer.com/player/barnat/|Barnat J.|CzechRepublic|||23.0|right|2017
https://www.tennisexplorer.com/player/camposeo/|Camposeo S.|Italy|||24.0|right|2016
https://www.tennisexplorer.com/player/bondar-93922/|Bondar M.|Ukraine||||right|2021
https://www.tennisexplorer.com/player/serra-sanchez/|Serra Sanchez N.|Spain|||20.0|right|2019
https://www.tennisexplorer.com/player/postay/|Postay A.|Argentina|||27.0|right|2014
https://www.tennisexplorer.com/player/vilaro/|Vilaro A.|Argentina|178.0|74.0|28.0|right|2012
https://www.tennisexplorer.com/player/kuehne-ad314/|Kuehne C.|Switzerland||||right|2020
https://www.tennisexplorer.com/player/yunis-d1374/|Yunis F.|Switzerland|||22.0|right|2017
https://www.tennisexplorer.com/player/rohrer/|Rohrer N.|Austria||||right|2019
https://www.tennisexplorer.com/player/la-cava-07339/|La Cava I.|Italy||||right|2021
https://www.tennisexplorer.com/player/cubelic/|Cubelic K.|Germany|188.0|77.0|26.0|left|2015
https://www.tennisexplorer.com/player/baum-50960/|Baum S.|CzechRepublic|||21.0|left|2021
https://www.tennisexplorer.com/player/franzini/|Franzini M.|Italy|||23.0|right|2019
https://www.tennisexplorer.com/player/koenig-db171/|Koenig L.|GreatBritain|||21.0|right|2020
https://www.tennisexplorer.com/player/salomone/|Salomone F.|Italy|||23.0|right|2017
https://www.tennisexplorer.com/player/karol-5fc49/|Karol M.|Slovakia|198.0|90.0|21.0|right|2019
https://www.tennisexplorer.com/player/trochu/|Trochu P.|France|||20.0|right|2020
https://www.tennisexplorer.com/player/rehberg-2d8d7/|Rehberg M.|Germany|||20.0|right|2018
https://www.tennisexplorer.com/player/de-rossi/|De Rossi M.|SanMarino|||27.0|right|2012
https://www.tennisexplorer.com/player/speziali-6a7a6/|Speziali F.|Italy|||24.0|right|2018
https://www.tennisexplorer.com/player/bertuccioli/|Bertuccioli F.|Italy|||26.0|right|2014
https://www.tennisexplorer.com/player/bourgois/|Bourgois C.|France|194.0|83.0|26.0|right|2014
https://www.tennisexplorer.com/player/lin-edfce/|Lin W.|ChineseTaipei|178.0|80.0|28.0|right|2011
https://www.tennisexplorer.com/player/chung-48e14/|Chung H.|SouthKorea|170.0|76.0|31.0|left|2010
https://www.tennisexplorer.com/player/nordquist/|Nordquist A.|Sweden|185.0|84.0|26.0|right|2015
https://www.tennisexplorer.com/player/cloes/|Cloes L.|Belgium|||25.0|right|2015
https://www.tennisexplorer.com/player/vaitiekunas/|Vaitiekunas P.|Lithuania|||21.0|right|2017
https://www.tennisexplorer.com/player/purtseladze/|Purtseladze S.|Georgia|||23.0|right|2017
https://www.tennisexplorer.com/player/zukauskas/|Zukauskas S.|Lithuania|||25.0|right|2017
https://www.tennisexplorer.com/player/yamanaka-405ce/|Yamanaka T.|Japan|||22.0|right|2018
https://www.tennisexplorer.com/player/hopp/|Hopp M.|Germany|||25.0|right|2018
https://www.tennisexplorer.com/player/kalender-94d21/|Kalender A.|Croatia|||23.0|right|2017
https://www.tennisexplorer.com/player/popovic-cc443/|Popovic S.|Germany|||22.0|right|2017
https://www.tennisexplorer.com/player/antonescu-5d07c/|Antonescu V.|Romania|183.0|82.0|34.0|right|2008
https://www.tennisexplorer.com/player/misasi/|Misasi G.|Italy|||23.0|right|2018
https://www.tennisexplorer.com/player/konov-d9e16/|Konov S.|Bulgaria|||21.0|right|2018
https://www.tennisexplorer.com/player/agabigun/|Agabigun S.|Turkey|178.0|75.0|27.0|right|2012
https://www.tennisexplorer.com/player/sakellaridis/|Sakellaridis M.|Greece|||23.0|right|2015
https://www.tennisexplorer.com/player/carnevalle/|Carnevalle L.|Argentina|||22.0|right|2018
https://www.tennisexplorer.com/player/kazakov-c176f/|Kazakov I.|Russia|||22.0|right|2018
https://www.tennisexplorer.com/player/gakhov/|Gakhov I.|Russia|191.0|80.0|27.0|left|2011
https://www.tennisexplorer.com/player/atlangeriev-c4dcb/|Atlangeriev B.|Russia|||23.0|right|2016
https://www.tennisexplorer.com/player/karlovskiy/|Karlovskiy E.|Russia|191.0|85.0|30.0|right|2010
https://www.tennisexplorer.com/player/liaonenka/|Liaonenka A.|Belarus|||25.0|right|2014
https://www.tennisexplorer.com/player/ratniuk/|Ratniuk M.|Russia|185.0|80.0|28.0|right|2013
https://www.tennisexplorer.com/player/novikov-8bf89/|Novikov E.|Russia||||right|2019
https://www.tennisexplorer.com/player/poljak/|Poljak D.|CzechRepublic|188.0|77.0|28.0|right|2011
https://www.tennisexplorer.com/player/ibragimov-f31c8/|Ibragimov D.|Russia||||right|2019
https://www.tennisexplorer.com/player/minakov/|Minakov M.|Russia|||23.0|right|2016
https://www.tennisexplorer.com/player/verbin/|Verbin P.|Russia|||22.0|right|2017
https://www.tennisexplorer.com/player/bulitski/|Bulitski A.|Belarus|||31.0|right|2008
https://www.tennisexplorer.com/player/tkemaladze/|Tkemaladze Z.|Georgia|185.0|73.0|24.0|right|2016
